"date","TA","Pr","WS","WD","QV"
2018-01-07 18:00:00,269.25,101960,6.7,210,0.00114728781164692
2018-01-07 19:00:00,270.35,101820,7.7,220,0.00140546544179112
2018-01-07 20:00:00,269.85,101700,7.7,210,0.00165286816924134
2018-01-07 21:00:00,270.35,101650,6.2,210,0.00173584146803827
2018-01-07 22:00:00,270.95,101630,5.7,200,0.0019261184716733
2018-01-07 23:00:00,271.45,101610,6.7,210,0.00219744369441092
2018-01-08 00:00:00,272.05,101570,5.1,200,0.0024359300023268
2018-01-08 01:00:00,272.55,101520,5.1,210,0.00255597587737026
2018-01-08 02:00:00,272.55,101480,5.7,200,0.0025569833021482
2018-01-08 03:00:00,273.15,101480,6.7,210,-0.00309616876934049
2018-01-08 04:00:00,273.15,101480,6.2,200,-0.00323680277006459
2018-01-08 05:00:00,273.15,101480,6.7,220,-0.00335829858015878
2018-01-08 06:00:00,273.75,101270,5.7,220,0.00366639063047383
2018-01-08 07:00:00,273.75,101170,4.6,220,0.00380649966711042
2018-01-08 08:00:00,273.75,101200,6.2,240,0.00380537133343179
2018-01-08 09:00:00,273.75,101250,5.7,260,0.00380349226307313
2018-01-08 10:00:00,273.75,101240,6.2,230,0.00380386792867035
2018-01-08 11:00:00,273.75,101340,5.7,280,0.00380011460875999
2018-01-08 12:00:00,274.25,101400,4.6,280,0.00383771578171985
2018-01-08 13:00:00,274.25,101480,5.1,280,0.00366955970250768
2018-01-08 14:00:00,274.25,101550,6.7,290,0.00353436535645228
2018-01-08 15:00:00,273.75,101640,5.7,280,0.00336926796963098
2018-01-08 16:00:00,274.25,101690,5.7,250,0.00352949982944957
2018-01-08 17:00:00,274.25,101690,5.7,260,0.00352949982944957
2018-01-08 18:00:00,274.85,101660,5.1,250,0.00373422793979944
2018-01-08 19:00:00,274.85,101670,7.2,250,0.00373386068000619
2018-01-08 20:00:00,275.35,101640,5.7,260,0.00391286499034306
2018-01-08 21:00:00,275.95,101680,6.2,240,0.00413490780641842
2018-01-08 22:00:00,275.95,101730,5.7,250,0.00413287570511265
2018-01-08 23:00:00,274.85,101800,5.1,250,0.00372909286811269
2018-01-09 00:00:00,273.75,101860,4.6,250,0.00336199141552521
2018-01-09 01:00:00,273.75,101910,5.1,240,0.00336034203441014
2018-01-09 02:00:00,273.15,101940,5.1,250,0.00303657476866639
2018-01-09 03:00:00,272.55,102000,3.6,260,0.00286699447970522
2018-01-09 04:00:00,272.55,102000,4.6,260,0.00286699447970522
2018-01-09 05:00:00,273.15,102080,3.6,270,0.00303241043662078
2018-01-09 06:00:00,273.15,102110,3.1,260,0.0030315195653242
2018-01-09 07:00:00,272.55,102190,0,0,0.00275720188717717
2018-01-09 08:00:00,271.45,102270,2.1,260,0.00248041259453634
2018-01-09 09:00:00,270.35,102300,2.1,190,0.00213258123559055
2018-01-09 10:00:00,271.45,102310,2.1,220,0.00247944287455459
2018-01-09 11:00:00,271.15,102340,2.1,210,0.00246272051646201
2018-01-09 12:00:00,270.95,102400,2.6,220,0.00225754304797687
2018-01-09 13:00:00,270.35,102440,2.6,210,0.00205122117175198
2018-01-09 14:00:00,270.35,102470,1.5,200,0.00212904336753321
2018-01-09 15:00:00,270.95,102560,2.6,220,0.00235736746318032
2018-01-09 16:00:00,271.45,102580,2.1,230,0.00268318900385109
2018-01-09 17:00:00,272.55,102540,2.6,150,0.00298143572280663
2018-01-09 18:00:00,273.75,102490,3.1,160,0.0033413268140491
2018-01-09 19:00:00,274.25,102400,2.6,170,0.00350502946532453
2018-01-09 20:00:00,274.25,102360,2.6,150,0.00350639905429432
2018-01-09 21:00:00,274.85,102350,2.6,160,0.0038482775264874
2018-01-09 22:00:00,274.85,102350,2.6,150,0.0038482775264874
2018-01-09 23:00:00,273.75,102320,3.6,140,0.00334687790925547
2018-01-10 00:00:00,273.15,102320,3.1,150,0.00316271300956131
2018-01-10 01:00:00,272.55,102300,4.6,150,0.0029884299154992
2018-01-10 02:00:00,272.55,102280,5.7,170,0.00298901424643749
2018-01-10 03:00:00,272.55,102140,4.1,150,0.00299311097004721
2018-01-10 04:00:00,271.45,102110,3.1,140,0.00248429907157531
2018-01-10 05:00:00,270.95,102090,3.1,170,0.0023682198183097
2018-01-10 06:00:00,272.05,102070,3.6,160,0.00263208978644583
2018-01-10 07:00:00,272.55,101960,3.6,140,0.0029983947163029
2018-01-10 08:00:00,273.15,101800,4.6,140,0.00344660763795768
2018-01-10 09:00:00,273.75,101690,4.1,150,0.00395587860063223
2018-01-10 10:00:00,274.25,101570,4.6,160,0.00433507991342512
2018-01-10 11:00:00,274.85,101520,3.6,160,0.00458744063528742
2018-01-10 12:00:00,275.35,101460,4.6,170,0.00498509579219741
2018-01-10 13:00:00,275.95,101360,4.1,170,0.00570718694279006
2018-01-10 14:00:00,277.05,101300,5.1,180,0.00659399182041383
2018-01-10 15:00:00,277.55,101320,5.1,190,0.00714944685236291
2018-01-10 16:00:00,278.15,101250,5.7,190,0.00788199958738926
2018-01-10 17:00:00,278.75,101160,8.8,200,0.00862671829525015
2018-01-10 18:00:00,279.25,101010,7.7,200,0.00942445501994403
2018-01-10 19:00:00,280.35,101010,7.7,210,-0.010958017833518
2018-01-10 20:00:00,280.35,100820,9.3,210,0.0112457263166724
2018-01-10 21:00:00,280.95,100770,5.1,180,0.0123688317080083
2018-01-10 22:00:00,281.45,100730,7.2,190,0.013385109101465
2018-01-10 23:00:00,282.55,100730,8.2,190,0.0153622904822982
